Timestamp,Time,Voltage Channel 0,Voltage Channel 1,Adjusted Voltage Channel 0,Adjusted Voltage Channel 1
2024-10-19 00:25:40.905068,"0,20319724082946777",3219,3547,0,0
2024-10-19 00:25:41.106467,"0,41262006759643555",3219,3547,0,0
2024-10-19 00:25:41.314250,"0,6204028129577637",3219,3547,0,0
2024-10-19 00:25:41.527142,"0,8234405517578125",3219,3547,0,0
2024-10-19 00:25:41.727607,"1,0337600708007812",3219,3547,0,0
2024-10-19 00:25:41.930756,"1,2369096279144287",3219,3547,0,0
2024-10-19 00:25:42.133940,"1,4400930404663086",3219,3547,0,0
2024-10-19 00:25:42.337063,"1,6432158946990967",3219,3547,0,0
2024-10-19 00:25:42.540190,"1,8463432788848877",3219,3547,0,0
2024-10-19 00:25:42.743924,"2,050076961517334",3219,3547,0,0
2024-10-19 00:25:42.947658,"2,2538108825683594",3219,3547,0,0
2024-10-19 00:25:43.150666,"2,4568190574645996",3219,3547,0,0
2024-10-19 00:25:43.353906,"2,6600589752197266",3219,3547,0,0
2024-10-19 00:25:43.557060,"2,863212823867798",3219,3547,0,0
2024-10-19 00:25:43.760792,"3,0669453144073486",3219,3547,0,0
2024-10-19 00:25:43.963960,"3,270113229751587",3219,3547,0,0
2024-10-19 00:25:44.179142,"3,485294818878174",3219,3547,0,0
2024-10-19 00:25:44.382267,"3,6884207725524902",3219,3547,0,0
2024-10-19 00:25:44.585400,"3,8915531635284424",3219,3547,0,0
2024-10-19 00:25:44.785404,"4,091557025909424",3219,3547,0,0
2024-10-19 00:25:44.988816,"4,294969320297241",3219,3547,0,0
2024-10-19 00:25:45.200490,"4,506643295288086",3219,3547,0,0
2024-10-19 00:25:45.403649,"4,709802150726318",3219,3547,0,0
2024-10-19 00:25:45.614457,"4,9200053215026855",3219,3547,0,0
2024-10-19 00:25:45.817731,"5,123884677886963",3219,3547,0,0
2024-10-19 00:25:46.020866,"5,327019691467285",3219,3547,0,0
2024-10-19 00:25:46.227641,"5,533793926239014",3219,3547,0,0
2024-10-19 00:25:46.430757,"5,736910820007324",3219,3547,0,0
2024-10-19 00:25:46.630779,"5,936932802200317",3219,3547,0,0
2024-10-19 00:25:46.834145,"6,14029860496521",3218,3547,1,0
2024-10-19 00:25:47.037294,"6,343446969985962",3218,3547,1,0
2024-10-19 00:25:47.240375,"6,546528577804565",3219,3547,0,0
2024-10-19 00:25:47.443365,"6,749518394470215",3219,3547,0,0
2024-10-19 00:25:47.646715,"6,952868223190308",3219,3547,0,0
2024-10-19 00:25:47.856442,"7,162595510482788",3219,3547,0,0
2024-10-19 00:25:48.059550,"7,365703821182251",3219,3547,0,0
2024-10-19 00:25:48.273900,"7,5800535678863525",3219,3547,0,0
2024-10-19 00:25:48.477026,"7,783179044723511",3219,3547,0,0
2024-10-19 00:25:48.686831,"7,992983818054199",3219,3547,0,0
2024-10-19 00:25:48.890725,"8,196878671646118",3219,3547,0,0
2024-10-19 00:25:49.093853,"8,40000605583191",3219,3547,0,0
