Timestamp,Time,Voltage Channel 0,Voltage Channel 1,Adjusted Voltage Channel 0,Adjusted Voltage Channel 1
2024-10-19 02:05:16.308540,"0,20381426811218262",3218,3540,0,0
2024-10-19 02:05:16.496351,"0,3996260166168213",3219,3540,-1,0
2024-10-19 02:05:16.704768,"0,6027660369873047",3219,3540,-1,0
2024-10-19 02:05:16.903057,"0,8063323497772217",3219,3540,-1,0
2024-10-19 02:05:17.106143,"1,0094177722930908",3220,3540,-2,0
2024-10-19 02:05:17.310155,"1,213430404663086",3220,3540,-2,0
2024-10-19 02:05:17.513675,"1,4169502258300781",3220,3540,-2,0
2024-10-19 02:05:17.716791,"1,6200661659240723",3220,3540,-2,0
2024-10-19 02:05:17.919921,"1,8231961727142334",3220,3540,-2,0
2024-10-19 02:05:18.123036,"2,026310920715332",3220,3540,-2,0
2024-10-19 02:05:18.326190,"2,2294647693634033",3220,3540,-2,0
2024-10-19 02:05:18.529183,"2,43245792388916",3220,3540,-2,0
2024-10-19 02:05:18.733756,"2,637030839920044",3220,3540,-2,0
2024-10-19 02:05:18.936880,"2,8401548862457275",3220,3540,-2,0
2024-10-19 02:05:19.151438,"3,052781343460083",3220,3540,-2,0
2024-10-19 02:05:19.360935,"3,256202459335327",3220,3540,-2,0
2024-10-19 02:05:19.564468,"3,467743158340454",3220,3540,-2,0
2024-10-19 02:05:19.768893,"3,672168254852295",3220,3540,-2,0
2024-10-19 02:05:19.978793,"3,882068634033203",3220,3540,-2,0
2024-10-19 02:05:20.186446,"4,089720964431763",3220,3540,-2,0
2024-10-19 02:05:20.389588,"4,292863130569458",3220,3540,-2,0
2024-10-19 02:05:20.596454,"4,499729156494141",3220,3540,-2,0
2024-10-19 02:05:20.799625,"4,702899694442749",3220,3540,-2,0
2024-10-19 02:05:21.009545,"4,912819862365723",3220,3540,-2,0
2024-10-19 02:05:21.225089,"5,128364324569702",3220,3540,-2,0
2024-10-19 02:05:21.428578,"5,331853151321411",3220,3540,-2,0
