Time (s),E_exp_in (s-1),E_exp_out (s-1),F_exp_in (1),F_exp_out (1),E_sim_out (s-1),F_sim_out (1)
0.01622786991281444,0.236652141003131,0.00027314430842622083,0.2614105144250021,0.0026553346427421634,0.0,0.0
0.21948111066171094,0.23622253862713535,0.0002713154998311313,0.30946716997647605,0.0027106662529850782,1.5583103309588402e-19,1.5836581242993487e-20
0.42273435141060745,0.2357943130417065,0.00026948918962884386,0.3574366473713677,0.0027656264058575483,8.224069918146875e-11,8.357844346717483e-12
0.6259875921595004,0.23277089551264157,0.0002650621379943506,0.40505534594179377,0.0028199510507005672,8.742062585020092e-08,8.900978444836651e-09
0.8292408329083969,0.19993065829295073,0.00023080405312427696,0.4490293424858286,0.0028703442558619036,2.866882508055386e-06,3.0913682150530246e-07
1.0324940736572934,0.166268611520882,0.00019933316784977094,0.4862449366605991,0.0029140576479267533,2.2767689289981566e-05,2.914291718085941e-06
1.2357473144061863,0.12390644307300774,0.0001975055918077136,0.5157344467759466,0.002954387029904331,8.857447224501913e-05,1.4229619300073751e-05
1.4390005551550828,0.08149693980900218,0.00019567583362456396,0.5366088983917241,0.0029943447293650214,0.00022933202864945887,4.653738258104606e-05
1.6422537959039794,0.040837064427633823,0.00019665608163550545,0.5490412897991669,0.0030342160959779367,0.0004611378163935288,0.00011670749940323387
1.8455070366528759,0.01951821117463123,0.00022815333875671296,0.5551749924803935,0.003077388041675626,0.0007847024271823757,0.00024331803288433245
2.048760277401769,0.0,0.0002815184250935288,0.557158562317826,0.003129184260536009,0.0011895916038822962,0.0004439588628868775
2.2520135181506653,0.0,0.0005734390134295486,0.557158562317826,0.0032160706955771047,0.0016596938973720077,0.0007335221188612682
2.455266758899562,0.0,0.0008659959560143898,0.557158562317826,0.0033623556067704894,0.0021773780056270303,0.0011234707684968132
2.6585199996484548,0.0,0.0012145680267470766,0.557158562317826,0.0035737962928113353,0.0027260136471956406,0.0016217858905454524
2.8617732403973513,0.0,0.0021789261727276597,0.557158562317826,0.003918665639564246,0.003291174399535436,0.0022332923758922596
3.0650264811462478,7.406035859770507e-06,0.003146511890249771,0.5571593149682208,0.00445987191191809,0.0038609986238306725,0.0029601435485902567
3.2682797218951407,9.477923892527996e-05,0.004175373254834381,0.5571696997123492,0.0052039703539828565,0.004426151880461612,0.003802338646875871
3.471532962644037,0.00018143629674425543,0.0051959083717037155,0.5571977705637342,0.006156342034265086,0.004979565807950432,0.004758209947745355
3.6747862033929337,0.00026737253212322785,0.006126751520782109,0.5572433814882062,0.007307025692787733,0.005516054489540521,0.005824844367312822
3.87803944414183,0.00035265659054239056,0.0070583920315895905,0.5573063929524764,0.008646987271167215,0.006031963199764413,0.006998430377101227
4.081292684890723,0.0004296939684389666,0.007949641419086004,0.5573859005957338,0.010172202989226019,0.006524872478938916,0.008274539149725115
4.28454592563962,0.0004296939684389666,0.008438328548168715,0.5574732372873492,0.011837656991796073,0.006993334949170173,0.009648348884164604
4.487799166388516,0.0004296939684389666,0.008925613418191206,0.5575605739789646,0.013602295730215283,0.007436636723185183,0.011114818137325103
4.691052407137409,0.0004296939684389666,0.00935985795430281,0.5576479106705801,0.015460586387755541,0.00785460987934779,0.012668815850852767
4.894305647886306,0.0004296939684389666,0.009210796551171367,0.5577352473621955,0.017347859243288404,0.008247484064593809,0.014305217239327421
5.097558888635202,0.0004290627057883317,0.009057417211850466,0.5578225199007212,0.019204396068302293,0.008615796009231505,0.016018975401658066
5.300812129384095,0.0004218121945080699,0.008859224616555167,0.5579089914411998,0.0210252038257826,0.008960300212953656,0.01780517466009482
5.504065370132992,0.0004076033890382797,0.008678425181746198,0.5579932821438415,0.02280749590409459,0.009281896224994668,0.019659067432290307
5.707318610881888,0.0003216747687449865,0.008676595471110405,0.5580673962183299,0.024571227999573158,0.009581579246321,0.02157609869295642
5.910571851630785,0.00023647474415121054,0.00867476567195981,0.5581241190669892,0.026334588191439908,0.009860376909064071,0.023551918990496405
6.1138250923796775,0.000166407184524518,0.008686106083670478,0.5581650625958104,0.028098914914718796,0.010119341953987988,0.025582390294579965
6.317078333128574,0.00024286620305274958,0.008831445973768578,0.5582066556669991,0.029879164527549792,0.010359537466352957,0.027663589599125054
6.5203315738774705,0.0003118749350252066,0.008976861871951803,0.5582630321340446,0.031688962668498126,0.010581989751831547,0.029791806235788667
6.7235848146263635,0.0003118749350252066,0.009122309295226628,0.5583264217252968,0.03352832026579709,0.01078772917883267,0.0319635385490639
6.92683805537526,0.0003118749350252066,0.009267655745712837,0.558389811316549,0.03539723026171202,0.010977741398794046,0.03417548976472759
7.1300912961241565,0.00030450568822049367,0.00940861677682762,0.5584524519961537,0.03729523671936998,0.011152978176353984,0.03642456000160453
7.333344536873049,0.0002243779231333049,0.00950495932503952,0.558506200650147,0.03921735953779764,0.011314346393756839,0.038707838266520654
7.536597777621946,0.0001523152093053141,0.009592151330296653,0.558544482700115,0.04115813435261632,0.011462709994220548,0.04102259352930904
7.739851018370842,0.0001523152093053141,0.00959032217687647,0.5585754412600217,0.04310758430557271,0.011598884327502586,0.043366265420672324
7.943104259119739,0.0001523152093053141,0.009588493406064382,0.5586063998199283,0.045056662516051796,0.011723630238038041,0.045736453754602065
8.146357499868632,0.00014506255600334894,0.009591313650231957,0.5586366213171912,0.047005841486617156,0.011837688352257857,0.048130910934499456
8.349610740617528,6.860085158032802e-05,0.009638545849053076,0.5586583352072015,0.04896010711780498,0.011941726204767104,0.05054753247041286
