Time (s),E_exp_in (s-1),E_exp_out (s-1),F_exp_in (1),F_exp_out (1),E_sim_out (s-1),F_sim_out (1)
0.2039445904450332,0.2803038351811315,0.0,0.3460009783514964,0.0012821045756357555,0.0,0.0
0.4082229223365914,0.27563859446258954,0.0,0.40278447442917603,0.0012821045756357555,2.420151155163229e-26,2.4719222045108603e-27
0.6125012542281496,0.26939781441337435,0.0,0.45845403864184964,0.0012821045756357555,1.4498022477668093e-14,1.4808159237371207e-15
0.8167795861197078,0.24112636724611508,0.0,0.5105985527517013,0.0012821045756357555,2.538163916097548e-10,2.5927556174235068e-11
1.021057918011266,0.21223318042412526,0.0,0.5569043188242954,0.0012821045756357555,3.59952420937711e-08,3.728376156190801e-09
1.2253362499028242,0.16833507497417477,0.0,0.595775243016118,0.0012821045756357555,7.024193100994164e-07,7.914942263942893e-08
1.4296145817943824,0.12493689737458982,0.0,0.6257297976670944,0.0012821045756357555,5.0180635118417345e-06,6.634347668796548e-07
1.6338929136859406,0.08030368551259748,0.0,0.6466928996214172,0.0012821045756357555,2.012544886230443e-05,3.23157214972232e-06
1.8381712455774988,0.04235758220181918,0.0,0.6592214191996196,0.0012821045756357555,5.625958677132246e-05,1.1033475980079586e-05
2.042449577469057,0.00443739265424406,0.0,0.6640010189018717,0.0012821045756357555,0.0001237275845627257,2.94172155410793e-05
2.246727909360615,0.00155826863190219,0.0,0.6646134107449321,0.0012821045756357555,0.0002302515180675173,6.557234584596766e-05
2.4510062412521734,4.0266509426262415e-05,0.0,0.6647766837910024,0.0012821045756357555,0.00037979613213324787,0.0001278821040246562
2.6552845731437316,0.0,0.0,0.6647807965786907,0.0012821045756357555,0.0005726752864573061,0.0002251667403066884
2.8595629050352898,0.0,0.0,0.6647807965786907,0.0012821045756357555,0.0008063365966253226,0.0003660178638740663
3.063841236926848,0.0,0.0,0.6647807965786907,0.0012821045756357555,0.001076327491194181,0.0005583116035600214
3.268119568818399,0.0,7.06749933932394e-05,0.6647807965786907,0.001289323260514164,0.0013771501435529724,0.0008089077628397098
