Time (s),E_exp_in (s-1),E_exp_out (s-1),F_exp_in (1),F_exp_out (1),E_sim_out (s-1),F_sim_out (1)
0.026844311804666177,0.272181633498001,0.000142030827048945,0.31177385576945976,0.00420218752226138,0.0,0.0
0.2307453875662695,0.2547425368111309,0.00016180193110469957,0.3654940583548709,0.004233163435380952,5.3007849172073715e-75,5.4041787349973225e-76
0.43464646332786927,0.23706061644978707,0.0001792687070583404,0.41563365436129496,0.004267935770397021,2.116497543596617e-47,2.157780629930668e-48
0.638547539089469,0.21566290807663477,0.00017840022932499148,0.4617890611980552,0.004304400310844555,6.753875923122343e-35,6.885612831429384e-36
0.8424486148510688,0.17615134696549795,0.00017753572973157317,0.5017347352489655,0.00434068817332149,1.2251338509773716e-27,1.2490306885434444e-28
1.0463496906126721,0.13615615971398873,0.00017665684838897745,0.5335746535391512,0.004376798297174267,6.691921203690939e-23,6.822699467846267e-24
1.250250766374272,0.09860282489114731,0.0001757778859089721,0.5575084582919952,0.00441272920790382,1.3723851161603264e-19,1.40051852263445e-20
1.4541518421358717,0.062006270086512556,0.00017492034794967644,0.5738826419135161,0.004448483081479555,3.793336371782519e-17,3.895323559963857e-18
1.658052917897475,0.027255370580907823,0.00017405039023947935,0.5829829141916825,0.0044840608359426005,2.7749276637673022e-15,2.9066801829601707e-16
1.8619539936590748,0.014822983611494093,0.00017315348117610908,0.5872728250347367,0.004519458457387716,8.143982283261103e-14,8.876407128899147e-15
2.0658550694206745,0.004037406093982114,0.00017225379311147087,0.5891956519098515,0.004554672914789276,1.2430854743775156e-12,1.439124736161979e-13
2.2697561451822743,0.0023083736017154707,0.00017139365224640935,0.5898426075631009,0.004589707956684875,1.1665101197267622e-11,1.4599090478561916e-12
2.4736572209438776,0.0008456321268472663,0.00017053946151384164,0.5901641601436071,0.004624568221551989,7.577115210001135e-11,1.03740821017958e-11
2.6775582967054774,0.0008413217997555595,0.0001696701936631119,0.5903361460038044,0.0046592527788895215,3.6970171153505535e-10,5.5790280160691074e-11
2.881459372467077,0.0008370385206820393,0.00016880638054726993,0.5905072557412308,0.004693760647690321,1.4388107361456433e-09,2.4016909696586024e-10
3.0853604482286805,0.0008327902425830057,0.00016794962619088295,0.5906774956818145,0.004728093103711866,4.667525267882189e-09,8.627133370574028e-10
3.2892615239902803,0.0008284007551279079,0.00016706439400707257,0.5908468549975538,0.004762247963268657,1.3053848402875945e-08,2.66941691477784e-09
3.49316259975188,0.0008242544235537263,0.00016622819930108788,0.5910153440819519,0.004796227322428111,3.229493671133099e-08,7.292749949412048e-09
3.69706367551348,0.0008197246134741279,0.0001653146680561269,0.5911829486290416,0.004830028296085722,7.212183229917344e-08,1.7938095713808213e-08
3.900964751275083,0.0008154268797068209,0.00016444793976995103,0.591349653203288,0.0048636477713265664,1.4773934148518875e-07,4.035306064022834e-08
4.104865827036683,0.0008111777935165004,0.00015991777055043206,0.5915154864246426,0.004896717029963817,2.81202466260519e-07,8.40839086594659e-08
4.308766902798283,0.0008068491203162976,0.00013806670450560498,0.5916804451388135,0.0049270967074759075,5.025530096744519e-07,1.6398820099805848e-07
4.512667978559886,0.0008025850945143853,0.00012381809721040155,0.5918445278226993,0.004953796003873662,8.505699395665087e-07,3.019398134920311e-07
