"File_240203_073452 - RawData"
"Wavelength nm.","Abs."
200.00,0.129
201.00,0.139
202.00,0.104
203.00,0.177
204.00,0.162
205.00,0.159
206.00,0.134
207.00,0.195
208.00,0.154
209.00,0.128
210.00,0.134
211.00,0.077
212.00,0.217
213.00,0.145
214.00,0.170
215.00,0.108
216.00,0.246
217.00,0.177
218.00,0.301
219.00,0.448
220.00,0.526
221.00,0.556
222.00,0.574
223.00,0.589
224.00,0.597
225.00,0.602
226.00,0.603
227.00,0.604
228.00,0.602
229.00,0.595
230.00,0.586
231.00,0.572
232.00,0.557
233.00,0.537
234.00,0.515
235.00,0.494
236.00,0.469
237.00,0.444
238.00,0.420
239.00,0.394
240.00,0.368
241.00,0.344
242.00,0.320
243.00,0.298
244.00,0.276
245.00,0.255
246.00,0.234
247.00,0.215
248.00,0.198
249.00,0.181
250.00,0.165
251.00,0.149
252.00,0.136
253.00,0.123
254.00,0.113
255.00,0.102
256.00,0.094
257.00,0.085
258.00,0.078
259.00,0.071
260.00,0.066
261.00,0.062
262.00,0.057
263.00,0.053
264.00,0.049
265.00,0.045
266.00,0.042
267.00,0.039
268.00,0.038
269.00,0.036
270.00,0.030
271.00,0.027
272.00,0.023
273.00,0.021
274.00,0.018
275.00,0.015
276.00,0.011
277.00,0.009
278.00,0.006
279.00,0.003
280.00,0.001
281.00,-0.001
282.00,-0.003
283.00,-0.005
284.00,-0.005
285.00,-0.006
286.00,-0.007
287.00,-0.008
288.00,-0.008
289.00,-0.008
290.00,-0.009
291.00,-0.008
292.00,-0.009
293.00,-0.009
294.00,-0.009
295.00,-0.009
296.00,-0.009
297.00,-0.009
298.00,-0.009
299.00,-0.008
300.00,-0.008
301.00,-0.008
302.00,-0.009
303.00,-0.009
304.00,-0.009
305.00,-0.009
306.00,-0.009
307.00,-0.009
308.00,-0.010
309.00,-0.009
310.00,-0.009
311.00,-0.008
312.00,-0.010
313.00,-0.008
314.00,-0.008
315.00,-0.008
316.00,-0.008
317.00,-0.008
318.00,-0.008
319.00,-0.008
320.00,-0.008
321.00,-0.009
322.00,-0.007
323.00,-0.008
324.00,-0.007
325.00,-0.008
326.00,-0.008
327.00,-0.007
328.00,-0.007
329.00,-0.007
330.00,-0.008
331.00,-0.008
332.00,-0.007
333.00,-0.007
334.00,-0.007
335.00,-0.008
336.00,-0.007
337.00,-0.008
338.00,-0.008
339.00,-0.006
340.00,-0.008
341.00,-0.006
342.00,-0.008
343.00,-0.007
344.00,-0.007
345.00,-0.007
346.00,-0.006
347.00,-0.007
348.00,-0.007
349.00,-0.007
350.00,-0.005
351.00,-0.006
352.00,-0.007
353.00,-0.007
354.00,-0.007
355.00,-0.007
356.00,-0.006
357.00,-0.006
358.00,-0.006
359.00,-0.005
360.00,-0.006
361.00,-0.006
362.00,-0.006
363.00,-0.006
364.00,-0.007
365.00,-0.006
366.00,-0.006
367.00,-0.006
368.00,-0.007
369.00,-0.007
370.00,-0.006
371.00,-0.007
372.00,-0.006
373.00,-0.006
374.00,-0.006
375.00,-0.007
376.00,-0.005
377.00,-0.004
378.00,-0.005
379.00,-0.003
380.00,-0.005
381.00,-0.004
382.00,-0.006
383.00,-0.004
384.00,-0.004
385.00,-0.003
386.00,-0.005
387.00,-0.004
388.00,-0.005
389.00,-0.004
390.00,-0.008
391.00,-0.008
392.00,-0.004
393.00,-0.005
394.00,-0.008
395.00,-0.005
396.00,-0.006
397.00,-0.007
398.00,-0.006
399.00,-0.005
400.00,-0.005
401.00,-0.006
402.00,-0.006
403.00,-0.004
404.00,-0.008
405.00,-0.005
406.00,-0.005
407.00,-0.006
408.00,-0.005
409.00,-0.005
410.00,-0.006
411.00,-0.004
412.00,-0.005
413.00,-0.004
414.00,-0.005
415.00,-0.005
416.00,-0.005
417.00,-0.006
418.00,-0.004
419.00,-0.004
420.00,-0.006
421.00,-0.005
422.00,-0.005
423.00,-0.005
424.00,-0.004
425.00,-0.006
426.00,-0.005
427.00,-0.005
428.00,-0.006
429.00,-0.006
430.00,-0.005
431.00,-0.006
432.00,-0.006
433.00,-0.006
434.00,-0.006
435.00,-0.006
436.00,-0.005
437.00,-0.006
438.00,-0.006
439.00,-0.005
440.00,-0.005
441.00,-0.006
442.00,-0.005
443.00,-0.005
444.00,-0.005
445.00,-0.006
446.00,-0.005
447.00,-0.005
448.00,-0.005
449.00,-0.005
450.00,-0.006
451.00,-0.005
452.00,-0.005
453.00,-0.005
454.00,-0.005
455.00,-0.005
456.00,-0.006
