"File_240520_141632 - RawData"
"Wavelength nm.","Abs."
200.00,1.977
201.00,1.884
202.00,1.708
203.00,1.498
204.00,1.285
205.00,1.102
206.00,0.954
207.00,0.841
208.00,0.751
209.00,0.678
210.00,0.619
211.00,0.573
212.00,0.541
213.00,0.518
214.00,0.500
215.00,0.492
216.00,0.494
217.00,0.500
218.00,0.502
219.00,0.503
220.00,0.508
221.00,0.516
222.00,0.525
223.00,0.535
224.00,0.541
225.00,0.547
226.00,0.550
227.00,0.552
228.00,0.550
229.00,0.546
230.00,0.537
231.00,0.526
232.00,0.511
233.00,0.494
234.00,0.475
235.00,0.454
236.00,0.433
237.00,0.410
238.00,0.387
239.00,0.364
240.00,0.341
241.00,0.319
242.00,0.297
243.00,0.276
244.00,0.256
245.00,0.236
246.00,0.217
247.00,0.200
248.00,0.183
249.00,0.167
250.00,0.152
251.00,0.137
252.00,0.124
253.00,0.112
254.00,0.100
255.00,0.090
256.00,0.081
257.00,0.072
258.00,0.065
259.00,0.058
260.00,0.053
261.00,0.048
262.00,0.043
263.00,0.039
264.00,0.034
265.00,0.030
266.00,0.026
267.00,0.023
268.00,0.022
269.00,0.020
270.00,0.015
271.00,0.010
272.00,0.007
273.00,0.003
274.00,0.000
275.00,-0.003
276.00,-0.006
277.00,-0.009
278.00,-0.012
279.00,-0.015
280.00,-0.017
281.00,-0.019
282.00,-0.022
283.00,-0.023
284.00,-0.025
285.00,-0.026
286.00,-0.027
287.00,-0.027
288.00,-0.027
289.00,-0.028
290.00,-0.028
291.00,-0.028
292.00,-0.028
293.00,-0.029
294.00,-0.028
295.00,-0.029
296.00,-0.029
297.00,-0.029
298.00,-0.029
299.00,-0.029
300.00,-0.029
301.00,-0.028
302.00,-0.029
303.00,-0.028
304.00,-0.028
305.00,-0.029
306.00,-0.029
307.00,-0.029
308.00,-0.028
309.00,-0.029
310.00,-0.028
311.00,-0.028
312.00,-0.028
313.00,-0.028
314.00,-0.027
315.00,-0.027
316.00,-0.027
317.00,-0.027
318.00,-0.027
319.00,-0.027
320.00,-0.027
321.00,-0.026
322.00,-0.026
323.00,-0.027
324.00,-0.025
325.00,-0.026
326.00,-0.025
327.00,-0.025
328.00,-0.025
329.00,-0.025
330.00,-0.026
331.00,-0.025
332.00,-0.025
333.00,-0.025
334.00,-0.025
335.00,-0.025
336.00,-0.025
337.00,-0.024
338.00,-0.025
339.00,-0.025
340.00,-0.024
341.00,-0.024
342.00,-0.025
343.00,-0.024
344.00,-0.024
345.00,-0.025
346.00,-0.025
347.00,-0.024
348.00,-0.025
349.00,-0.024
350.00,-0.024
351.00,-0.025
352.00,-0.024
353.00,-0.025
354.00,-0.025
355.00,-0.024
356.00,-0.025
357.00,-0.025
358.00,-0.025
359.00,-0.025
360.00,-0.025
361.00,-0.025
362.00,-0.025
363.00,-0.025
364.00,-0.024
365.00,-0.024
366.00,-0.024
367.00,-0.024
368.00,-0.025
369.00,-0.024
370.00,-0.024
371.00,-0.024
372.00,-0.023
373.00,-0.023
374.00,-0.024
375.00,-0.022
376.00,-0.020
377.00,-0.021
378.00,-0.019
379.00,-0.019
380.00,-0.021
381.00,-0.021
382.00,-0.021
383.00,-0.021
384.00,-0.021
385.00,-0.021
386.00,-0.020
387.00,-0.020
388.00,-0.021
389.00,-0.019
390.00,-0.020
391.00,-0.020
392.00,-0.020
393.00,-0.019
394.00,-0.020
395.00,-0.020
396.00,-0.020
397.00,-0.019
398.00,-0.018
399.00,-0.018
400.00,-0.018
401.00,-0.019
402.00,-0.017
403.00,-0.018
404.00,-0.017
405.00,-0.018
406.00,-0.018
407.00,-0.018
408.00,-0.017
409.00,-0.017
410.00,-0.017
411.00,-0.017
412.00,-0.017
413.00,-0.017
414.00,-0.017
415.00,-0.016
416.00,-0.017
417.00,-0.016
418.00,-0.016
419.00,-0.017
420.00,-0.016
421.00,-0.016
422.00,-0.017
423.00,-0.016
424.00,-0.016
425.00,-0.017
426.00,-0.017
427.00,-0.017
428.00,-0.017
429.00,-0.017
430.00,-0.017
431.00,-0.017
432.00,-0.017
433.00,-0.016
434.00,-0.017
435.00,-0.016
436.00,-0.016
437.00,-0.016
438.00,-0.016
439.00,-0.016
440.00,-0.016
441.00,-0.016
442.00,-0.016
443.00,-0.016
444.00,-0.016
445.00,-0.016
446.00,-0.016
447.00,-0.016
