"File_240520_140331 - RawData"
"Wavelength nm.","Abs."
200.00,2.045
201.00,1.981
202.00,1.852
203.00,1.625
204.00,1.391
205.00,1.178
206.00,1.017
207.00,0.886
208.00,0.786
209.00,0.707
210.00,0.643
211.00,0.597
212.00,0.565
213.00,0.548
214.00,0.539
215.00,0.538
216.00,0.547
217.00,0.559
218.00,0.570
219.00,0.580
220.00,0.590
221.00,0.603
222.00,0.615
223.00,0.626
224.00,0.635
225.00,0.641
226.00,0.645
227.00,0.645
228.00,0.643
229.00,0.638
230.00,0.627
231.00,0.613
232.00,0.596
233.00,0.576
234.00,0.553
235.00,0.529
236.00,0.504
237.00,0.477
238.00,0.451
239.00,0.424
240.00,0.397
241.00,0.372
242.00,0.347
243.00,0.323
244.00,0.299
245.00,0.277
246.00,0.255
247.00,0.236
248.00,0.217
249.00,0.199
250.00,0.182
251.00,0.166
252.00,0.151
253.00,0.138
254.00,0.125
255.00,0.114
256.00,0.104
257.00,0.095
258.00,0.087
259.00,0.080
260.00,0.074
261.00,0.068
262.00,0.064
263.00,0.059
264.00,0.054
265.00,0.050
266.00,0.047
267.00,0.044
268.00,0.041
269.00,0.039
270.00,0.034
271.00,0.029
272.00,0.025
273.00,0.021
274.00,0.018
275.00,0.014
276.00,0.010
277.00,0.006
278.00,0.002
279.00,-0.002
280.00,-0.005
281.00,-0.008
282.00,-0.011
283.00,-0.013
284.00,-0.015
285.00,-0.017
286.00,-0.018
287.00,-0.020
288.00,-0.020
289.00,-0.021
290.00,-0.022
291.00,-0.023
292.00,-0.023
293.00,-0.024
294.00,-0.024
295.00,-0.024
296.00,-0.025
297.00,-0.025
298.00,-0.025
299.00,-0.025
300.00,-0.026
301.00,-0.025
302.00,-0.026
303.00,-0.026
304.00,-0.026
305.00,-0.027
306.00,-0.027
307.00,-0.027
308.00,-0.026
309.00,-0.026
310.00,-0.026
311.00,-0.026
312.00,-0.026
313.00,-0.026
314.00,-0.025
315.00,-0.025
316.00,-0.025
317.00,-0.025
318.00,-0.025
319.00,-0.025
320.00,-0.025
321.00,-0.025
322.00,-0.025
323.00,-0.025
324.00,-0.024
325.00,-0.025
326.00,-0.024
327.00,-0.024
328.00,-0.024
329.00,-0.024
330.00,-0.024
331.00,-0.024
332.00,-0.025
333.00,-0.024
334.00,-0.024
335.00,-0.024
336.00,-0.024
337.00,-0.024
338.00,-0.024
339.00,-0.024
340.00,-0.024
341.00,-0.024
342.00,-0.023
343.00,-0.023
344.00,-0.024
345.00,-0.024
346.00,-0.023
347.00,-0.024
348.00,-0.024
349.00,-0.024
350.00,-0.024
351.00,-0.025
352.00,-0.024
353.00,-0.024
354.00,-0.023
355.00,-0.024
356.00,-0.024
357.00,-0.024
358.00,-0.024
359.00,-0.024
360.00,-0.024
361.00,-0.025
362.00,-0.024
363.00,-0.025
364.00,-0.025
365.00,-0.024
366.00,-0.024
367.00,-0.024
368.00,-0.025
369.00,-0.024
370.00,-0.023
371.00,-0.024
372.00,-0.024
373.00,-0.023
374.00,-0.024
375.00,-0.020
376.00,-0.019
377.00,-0.019
378.00,-0.020
379.00,-0.021
380.00,-0.020
381.00,-0.020
382.00,-0.023
383.00,-0.019
384.00,-0.018
385.00,-0.022
386.00,-0.022
387.00,-0.021
388.00,-0.019
389.00,-0.020
390.00,-0.020
391.00,-0.022
392.00,-0.020
393.00,-0.019
394.00,-0.020
395.00,-0.019
396.00,-0.019
397.00,-0.019
398.00,-0.018
399.00,-0.018
400.00,-0.018
401.00,-0.020
402.00,-0.018
403.00,-0.018
404.00,-0.017
405.00,-0.018
406.00,-0.018
407.00,-0.017
408.00,-0.017
409.00,-0.017
410.00,-0.018
411.00,-0.017
412.00,-0.017
413.00,-0.017
414.00,-0.017
415.00,-0.017
416.00,-0.017
417.00,-0.016
418.00,-0.016
419.00,-0.016
420.00,-0.016
421.00,-0.017
422.00,-0.017
423.00,-0.017
424.00,-0.015
425.00,-0.017
426.00,-0.017
427.00,-0.017
428.00,-0.017
429.00,-0.017
430.00,-0.017
431.00,-0.017
432.00,-0.017
433.00,-0.016
434.00,-0.017
435.00,-0.016
436.00,-0.016
437.00,-0.017
438.00,-0.017
439.00,-0.016
440.00,-0.016
441.00,-0.016
442.00,-0.016
443.00,-0.016
444.00,-0.017
445.00,-0.016
446.00,-0.016
447.00,-0.016
448.00,-0.016
449.00,-0.016
450.00,-0.017
451.00,-0.017
452.00,-0.016
453.00,-0.016
454.00,-0.016
455.00,-0.016
456.00,-0.016
457.00,-0.016
458.00,-0.016
459.00,-0.016
460.00,-0.016
461.00,-0.016
462.00,-0.016
463.00,-0.016
464.00,-0.016
465.00,-0.016
466.00,-0.016
467.00,-0.016
468.00,-0.016
469.00,-0.016
470.00,-0.016
471.00,-0.016
472.00,-0.016
473.00,-0.016
474.00,-0.016
475.00,-0.016
476.00,-0.016
477.00,-0.016
478.00,-0.016
479.00,-0.016
480.00,-0.016
481.00,-0.016
482.00,-0.016
483.00,-0.015
484.00,-0.015
485.00,-0.015
486.00,-0.015
487.00,-0.016
488.00,-0.015
489.00,-0.015
490.00,-0.015
491.00,-0.015
492.00,-0.015
493.00,-0.015
494.00,-0.015
495.00,-0.015
496.00,-0.015
497.00,-0.015
498.00,-0.015
499.00,-0.015
500.00,-0.015
501.00,-0.015
502.00,-0.015
503.00,-0.015
504.00,-0.015
505.00,-0.015
506.00,-0.015
507.00,-0.015
508.00,-0.015
509.00,-0.015
510.00,-0.015
511.00,-0.015
512.00,-0.015
513.00,-0.015
514.00,-0.015
515.00,-0.015
516.00,-0.015
517.00,-0.015
518.00,-0.015
519.00,-0.015
520.00,-0.015
521.00,-0.015
522.00,-0.015
523.00,-0.015
524.00,-0.014
525.00,-0.015
526.00,-0.014
527.00,-0.014
528.00,-0.014
529.00,-0.014
530.00,-0.014
531.00,-0.014
532.00,-0.014
533.00,-0.014
534.00,-0.014
535.00,-0.014
536.00,-0.014
537.00,-0.014
538.00,-0.014
539.00,-0.014
540.00,-0.014
541.00,-0.014
542.00,-0.014
543.00,-0.014
544.00,-0.014
545.00,-0.014
546.00,-0.014
547.00,-0.014
548.00,-0.014
549.00,-0.014
550.00,-0.014
551.00,-0.014
552.00,-0.014
553.00,-0.014
554.00,-0.014
555.00,-0.014
556.00,-0.014
557.00,-0.014
558.00,-0.014
559.00,-0.014
560.00,-0.014
561.00,-0.014
562.00,-0.014
563.00,-0.014
564.00,-0.014
565.00,-0.014
566.00,-0.014
567.00,-0.014
568.00,-0.014
569.00,-0.014
570.00,-0.014
571.00,-0.014
572.00,-0.014
573.00,-0.014
574.00,-0.014
575.00,-0.014
576.00,-0.014
577.00,-0.014
578.00,-0.014
579.00,-0.014
580.00,-0.013
581.00,-0.013
582.00,-0.014
583.00,-0.014
584.00,-0.014
585.00,-0.014
586.00,-0.014
587.00,-0.013
588.00,-0.013
589.00,-0.013
590.00,-0.013
591.00,-0.013
592.00,-0.013
593.00,-0.013
594.00,-0.013
595.00,-0.013
596.00,-0.013
597.00,-0.013
598.00,-0.013
599.00,-0.013
600.00,-0.013
601.00,-0.013
602.00,-0.013
603.00,-0.014
604.00,-0.013
605.00,-0.013
