"File_240520_131655 - RawData"
"Wavelength nm.","Abs."
200.00,2.294
201.00,2.152
202.00,2.020
203.00,1.775
204.00,1.551
205.00,1.346
206.00,1.184
207.00,1.050
208.00,0.945
209.00,0.858
210.00,0.788
211.00,0.735
212.00,0.697
213.00,0.671
214.00,0.649
215.00,0.641
216.00,0.645
217.00,0.652
218.00,0.654
219.00,0.657
220.00,0.664
221.00,0.675
222.00,0.687
223.00,0.699
224.00,0.708
225.00,0.715
226.00,0.719
227.00,0.720
228.00,0.717
229.00,0.711
230.00,0.699
231.00,0.684
232.00,0.665
233.00,0.642
234.00,0.618
235.00,0.592
236.00,0.564
237.00,0.536
238.00,0.507
239.00,0.478
240.00,0.450
241.00,0.424
242.00,0.398
243.00,0.373
244.00,0.350
245.00,0.327
246.00,0.307
247.00,0.288
248.00,0.271
249.00,0.255
250.00,0.240
251.00,0.226
252.00,0.215
253.00,0.205
254.00,0.196
255.00,0.189
256.00,0.183
257.00,0.178
258.00,0.174
259.00,0.171
260.00,0.169
261.00,0.168
262.00,0.167
263.00,0.165
264.00,0.162
265.00,0.160
266.00,0.158
267.00,0.156
268.00,0.155
269.00,0.153
270.00,0.147
271.00,0.141
272.00,0.135
273.00,0.129
274.00,0.123
275.00,0.117
276.00,0.110
277.00,0.103
278.00,0.096
279.00,0.089
280.00,0.082
281.00,0.076
282.00,0.069
283.00,0.064
284.00,0.059
285.00,0.053
286.00,0.049
287.00,0.044
288.00,0.040
289.00,0.036
290.00,0.033
291.00,0.029
292.00,0.026
293.00,0.023
294.00,0.020
295.00,0.017
296.00,0.015
297.00,0.013
298.00,0.011
299.00,0.009
300.00,0.008
301.00,0.006
302.00,0.005
303.00,0.004
304.00,0.003
305.00,0.001
306.00,0.000
307.00,-0.000
308.00,-0.000
309.00,-0.001
310.00,-0.002
311.00,-0.002
312.00,-0.003
313.00,-0.003
314.00,-0.003
315.00,-0.003
316.00,-0.003
317.00,-0.004
318.00,-0.004
319.00,-0.004
320.00,-0.005
321.00,-0.005
322.00,-0.005
323.00,-0.006
324.00,-0.006
325.00,-0.006
326.00,-0.006
327.00,-0.006
328.00,-0.006
329.00,-0.006
330.00,-0.006
331.00,-0.006
332.00,-0.007
333.00,-0.007
334.00,-0.007
335.00,-0.008
336.00,-0.008
337.00,-0.008
338.00,-0.009
339.00,-0.009
340.00,-0.009
341.00,-0.008
342.00,-0.009
343.00,-0.009
344.00,-0.010
345.00,-0.010
346.00,-0.010
347.00,-0.010
348.00,-0.012
349.00,-0.011
350.00,-0.011
351.00,-0.011
352.00,-0.010
353.00,-0.011
354.00,-0.011
355.00,-0.012
356.00,-0.012
357.00,-0.013
358.00,-0.013
359.00,-0.013
360.00,-0.013
361.00,-0.013
362.00,-0.013
363.00,-0.013
364.00,-0.013
365.00,-0.013
366.00,-0.013
367.00,-0.013
368.00,-0.013
369.00,-0.013
370.00,-0.013
371.00,-0.013
372.00,-0.013
373.00,-0.013
374.00,-0.013
375.00,-0.010
376.00,-0.011
377.00,-0.014
378.00,-0.011
379.00,-0.012
380.00,-0.012
381.00,-0.011
382.00,-0.014
383.00,-0.013
384.00,-0.012
385.00,-0.012
386.00,-0.012
387.00,-0.013
388.00,-0.012
389.00,-0.011
390.00,-0.013
391.00,-0.013
392.00,-0.013
393.00,-0.011
394.00,-0.012
395.00,-0.013
396.00,-0.013
397.00,-0.010
398.00,-0.011
399.00,-0.011
400.00,-0.012
401.00,-0.013
402.00,-0.013
403.00,-0.012
404.00,-0.011
405.00,-0.012
406.00,-0.011
407.00,-0.011
408.00,-0.011
409.00,-0.011
410.00,-0.011
411.00,-0.011
412.00,-0.011
413.00,-0.011
414.00,-0.011
415.00,-0.011
416.00,-0.011
417.00,-0.010
418.00,-0.010
419.00,-0.011
